"","TransactionID","id_01","id_02","id_03","id_04","id_05","id_06","id_07","id_08","id_09","id_10","id_11","id_12","id_13","id_14","id_15","id_16","id_17","id_18","id_19","id_20","id_21","id_22","id_23","id_24","id_25","id_26","id_27","id_28","id_29","id_30","id_31","id_32","id_33","id_34","id_35","id_36","id_37","id_38","DeviceType","DeviceInfo"
"189",2987637,-5,78591,0,0,0,-5,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"190",2987638,-20,114484,NA,NA,40,-100,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,13,417,561,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 11.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"191",2987639,-5,447281,NA,NA,1,-8,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,254,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"192",2987641,0,49102,0,0,13,-22,NA,NA,0,0,100,"NotFound",20,NA,"Found","Found",225,15,417,507,NA,NA,"",NA,NA,NA,"","Found","Found","","samsung browser 6.2",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","SAMSUNG SM-G935F Build/NRD90M"
"193",2987643,-5,3063,0,0,2,-25,NA,NA,0,0,100,"Found",52,-300,"Found","Found",166,12,410,144,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 7","chrome 62.0",24,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"194",2987648,-5,24004,NA,NA,0,0,NA,NA,0,0,96.1999969482422,"NotFound",52,-300,"New","NotFound",166,NA,630,597,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","edge 15.0",24,"","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"195",2987653,-5,275151,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,266,325,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 61.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"196",2987660,-5,162818,0,0,3,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","firefox 57.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"197",2987664,-5,338509,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",61,-360,"New","NotFound",225,NA,266,595,NA,NA,"",NA,NA,NA,"","New","NotFound","","ie 11.0 for desktop",NA,"","",FALSE,TRUE,TRUE,TRUE,"desktop","Trident/7.0"
"198",2987666,-20,161262,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,NA,266,595,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 11.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"199",2987668,-5,285394,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,153,325,NA,NA,"",NA,NA,NA,"","New","NotFound","","firefox 57.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"200",2987672,0,305278,0,0,0,-6,NA,NA,0,0,100,"NotFound",NA,-360,"Found","Found",225,NA,290,401,NA,NA,"",NA,NA,NA,"","Found","Found","","ie 11.0 for desktop",NA,"","",FALSE,TRUE,TRUE,TRUE,"desktop","Trident/7.0"
"201",2987681,-5,175615,0,0,3,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","firefox 57.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"202",2987683,-5,30602,NA,NA,0,-12,NA,NA,0,0,95.0800018310547,"NotFound",52,NA,"New","NotFound",225,NA,176,507,NA,NA,"",NA,NA,NA,"","Found","Found","","firefox 57.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"203",2987686,-5,354388,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,153,325,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"204",2987689,-5,22446,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,-300,"New","NotFound",166,13,542,600,NA,NA,"",NA,NA,NA,"","New","NotFound","Windows 10","chrome 62.0",24,"1366x768","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"205",2987692,-5,132803,NA,NA,0,-6,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,427,565,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"206",2987693,-5,262105,0,0,3,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","firefox 57.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"207",2987694,0,68443,NA,NA,0,0,NA,NA,0,0,96.2300033569336,"NotFound",NA,-300,"New","NotFound",102,15,410,360,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10_13_1","chrome 62.0",24,"2560x1600","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","MacOS"
"208",2987696,0,143424,0,0,-1,-56,NA,NA,0,0,100,"NotFound",20,NA,"Found","Found",225,15,417,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 59.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","SM-G610M Build/MMB29K"
"209",2987698,0,91384,0,0,0,0,NA,NA,0,0,100,"Found",NA,-300,"Found","Found",102,15,410,360,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10_13_1","chrome 62.0",24,"2560x1600","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","MacOS"
"210",2987710,-5,184829,0,0,3,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","firefox 57.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"211",2987712,-5,35329,0,0,0,0,NA,NA,0,0,100,"Found",52,-300,"Found","Found",166,NA,529,256,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","chrome 62.0",24,"1366x768","match_status:1",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"212",2987718,0,46985,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-300,"Found","Found",166,NA,529,256,NA,NA,"",NA,NA,NA,"","Found","Found","Android 7.1.1","chrome 62.0 for android",32,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","XT1635-01"
"213",2987724,-5,61617,0,0,0,0,NA,NA,0,0,100,"NotFound",52,-300,"Found","Found",166,NA,475,484,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 7","chrome 62.0",24,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"214",2987726,-5,27362,NA,NA,0,-8,NA,NA,NA,NA,100,"NotFound",49,-300,"New","NotFound",166,NA,214,107,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"1334x750","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"215",2987730,-5,363662,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,254,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"216",2987732,0,6063,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-300,"Found","Found",166,NA,542,600,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10_13_1","safari generic",24,"2048x1152","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","MacOS"
"217",2987733,-5,22088,0,0,0,0,NA,NA,NA,NA,100,"NotFound",52,-360,"Found","Found",166,NA,312,333,NA,NA,"",NA,NA,NA,"","Found","NotFound","Windows 10","edge 15.0",24,"","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"218",2987739,-5,156500,0,0,3,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,266,507,NA,NA,"",NA,NA,NA,"","Found","Found","","firefox 56.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","rv:56.0"
"219",2987741,0,231019,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-480,"Found","Found",166,NA,542,177,NA,NA,"",NA,NA,NA,"","Found","Found","Android 7.0","chrome 62.0 for android",32,"2960x1440","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","SM-G950U Build/NRD90M"
"220",2987743,-5,17328,0,0,0,0,NA,NA,0,0,100,"NotFound",52,-300,"Found","Found",166,NA,100,533,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 7","chrome 62.0",24,"1366x768","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"221",2987746,0,216396,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,176,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"222",2987747,-10,297843,0,0,4,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","firefox 57.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"223",2987748,0,19026,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-300,"Found","Found",166,NA,529,256,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10_10_5","safari generic",24,"2560x1600","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","MacOS"
"224",2987750,-20,120556,NA,NA,6,-32,NA,NA,0,0,93.5500030517578,"NotFound",49,NA,"Unknown","",225,15,417,507,NA,NA,"",NA,NA,NA,"","Found","Found","","safari generic",NA,"","",FALSE,FALSE,FALSE,TRUE,"desktop",""
"225",2987751,-5,261142,0,0,0,0,NA,NA,0,0,100,"NotFound",52,-480,"Found","Found",166,NA,529,222,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 7","chrome 62.0",24,"1920x1080","match_status:2",TRUE,FALSE,TRUE,FALSE,"desktop","Windows"
"226",2987752,0,69900,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-360,"New","NotFound",225,NA,427,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,TRUE,TRUE,TRUE,"desktop","Windows"
"227",2987754,0,231977,NA,NA,0,-5,NA,NA,NA,NA,100,"NotFound",NA,-300,"New","NotFound",166,15,352,500,NA,NA,"",NA,NA,NA,"","New","NotFound","Android 7.0","android webview 4.0",32,"1280x720","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","VS500"
"228",2987758,-55,168834,NA,NA,0,-9,NA,NA,NA,NA,100,"NotFound",35,NA,"New","NotFound",225,15,345,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","CAM-L03 Build/HUAWEICAM-L03"
"229",2987763,-20,369409,NA,NA,2,0,NA,NA,NA,NA,100,"NotFound",49,-300,"Unknown","",166,NA,139,256,NA,NA,"",NA,NA,NA,"","New","NotFound","Android 6.0","chrome 62.0 for android",32,"1280x800","match_status:2",TRUE,FALSE,FALSE,FALSE,"mobile","RCT6303W87M7 Build/MRA58K"
"230",2987766,-5,222150,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,NA,"New","NotFound",225,NA,266,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome",NA,"","",FALSE,FALSE,TRUE,FALSE,"mobile","M4 SS4451 Build/LMY47D"
"231",2987768,-45,95681,0,0,2,-4,NA,NA,0,0,100,"NotFound",25,NA,"Found","Found",166,NA,410,222,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"232",2987769,-5,373801,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,427,325,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"233",2987771,0,67597,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-360,"New","NotFound",166,NA,312,333,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"1136x640","match_status:1",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"234",2987774,0,70691,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-300,"New","NotFound",166,NA,215,368,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"2208x1242","match_status:1",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"235",2987777,-5,636207,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,266,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"236",2987779,-5,4235,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",25,-300,"New","NotFound",166,NA,397,161,NA,NA,"",NA,NA,NA,"","New","NotFound","Android 5.1.1","chrome generic",32,"1024x600","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","KFFOWI Build/LVY48F"
"237",2987780,0,36004,0,0,0,0,NA,NA,0,0,100,"Found",NA,-300,"Found","Found",166,NA,397,161,NA,NA,"",NA,NA,NA,"","Found","Found","Android 5.1.1","chrome generic",32,"1024x600","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","KFFOWI Build/LVY48F"
"238",2987781,0,36004,0,0,0,0,NA,NA,0,0,100,"Found",NA,-300,"Found","Found",166,NA,397,161,NA,NA,"",NA,NA,NA,"","Found","Found","Android 5.1.1","chrome generic",32,"1024x600","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","KFFOWI Build/LVY48F"
"239",2987785,-5,89015,NA,NA,0,-1,NA,NA,NA,NA,100,"NotFound",49,-480,"New","NotFound",166,NA,548,222,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 10.3.1","mobile safari 10.0",32,"2732x2048","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"240",2987788,-5,38188,0,0,0,-1,NA,NA,0,0,100,"Found",49,-480,"Found","Found",166,NA,548,222,NA,NA,"",NA,NA,NA,"","Found","Found","iOS 10.3.1","mobile safari 10.0",32,"2732x2048","match_status:1",TRUE,FALSE,FALSE,TRUE,"mobile","iOS Device"
"241",2987789,0,196772,NA,NA,19,-10,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,15,266,469,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari generic",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile",""
"242",2987790,0,71280,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-600,"New","NotFound",166,NA,529,216,NA,NA,"",NA,NA,NA,"","New","NotFound","Mac OS X 10.9","firefox 56.0",24,"1440x900","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","rv:56.0"
"243",2987791,-10,405379,0,0,3,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","firefox 57.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"244",2987792,0,483751,NA,NA,-3,-14,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,384,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome generic",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","Moto E (4) Build/NMA26.42-19"
"245",2987795,0,177903,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,15,290,401,NA,NA,"",NA,NA,NA,"","New","NotFound","","samsung browser 6.2",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","SAMSUNG"
"246",2987796,0,99273,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-300,"New","NotFound",166,15,100,533,NA,NA,"",NA,NA,NA,"","New","NotFound","Android 7.0","chrome 62.0 for android",32,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","SM-G930V Build/NRD90M"
"247",2987800,0,417184,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",20,NA,"New","NotFound",225,NA,153,541,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","E2306 Build/26.3.A.1.33"
"248",2987804,0,301415,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",20,NA,"New","NotFound",225,NA,266,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"249",2987815,-5,248402,NA,NA,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","NotFound",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"250",2987819,-20,241154,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,NA,290,401,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 9.0",NA,"","",FALSE,FALSE,FALSE,FALSE,"mobile",""
"251",2987820,-30,169552,0,0,2,-10,NA,NA,0,0,100,"NotFound",39,480,"Found","Found",166,13,410,107,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 55.0",NA,"","",FALSE,TRUE,TRUE,TRUE,"desktop","Windows"
"252",2987821,-5,102055,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,-360,"New","NotFound",166,NA,193,333,NA,NA,"",NA,NA,NA,"","New","NotFound","Mac OS X 10_11_6","safari generic",24,"2880x1800","match_status:1",TRUE,FALSE,FALSE,FALSE,"desktop","MacOS"
"253",2987825,0,244243,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,290,401,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","Ilium L910 Build/MRA58K"
"254",2987828,-20,504350,0,0,1,-2,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,290,401,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"255",2987829,-5,11759,NA,NA,0,0,NA,NA,0,0,94.6800003051758,"Found",52,-420,"New","NotFound",166,NA,492,225,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 7","chrome 61.0",24,"1920x1080","match_status:0",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"256",2987831,-5,215010,NA,NA,0,0,NA,NA,NA,NA,100,"Found",49,-480,"New","NotFound",166,NA,341,222,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari 11.0",32,"2732x2048","match_status:1",TRUE,FALSE,FALSE,FALSE,"mobile","iOS Device"
"257",2987834,-5,38183,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,-420,"New","NotFound",166,NA,215,472,NA,NA,"",NA,NA,NA,"","New","NotFound","Windows 10","chrome 62.0",24,"1366x768","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"258",2987837,0,169557,NA,NA,2,0,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,176,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","SM-J700M Build/MMB29K"
"259",2987838,-5,196627,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,427,325,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"260",2987839,-30,181233,0,0,5,-10,NA,NA,0,0,100,"NotFound",39,480,"Found","Found",166,13,410,107,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 55.0",NA,"","",FALSE,TRUE,TRUE,TRUE,"desktop","Windows"
"261",2987844,-20,478845,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,290,401,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"262",2987847,-5,68134,0,0,0,0,NA,NA,0,0,100,"NotFound",49,-480,"Found","Found",166,NA,215,222,NA,NA,"",NA,NA,NA,"","Found","Found","Mac OS X 10_12_6","chrome 62.0",24,"2880x1800","match_status:2",TRUE,FALSE,TRUE,FALSE,"desktop","MacOS"
"263",2987848,0,249505,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,427,563,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","GT-I9300"
"264",2987849,-5,99047,NA,NA,0,0,NA,NA,0,0,95.0800018310547,"NotFound",52,NA,"New","NotFound",225,NA,427,325,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"265",2987850,-5,47903,0,0,0,0,NA,NA,0,0,100,"NotFound",52,-360,"Found","Found",166,NA,495,214,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","edge 15.0",24,"1920x1080","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"266",2987853,-30,138984,0,0,3,-10,NA,NA,0,0,100,"NotFound",39,480,"Found","Found",166,13,410,107,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 55.0",NA,"","",FALSE,TRUE,TRUE,TRUE,"desktop","Windows"
"267",2987854,-5,599858,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,266,566,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop","Windows"
"268",2987855,0,100585,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-480,"New","NotFound",166,NA,312,222,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","mobile safari generic",32,"2001x1125","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"269",2987857,-5,137310,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",49,NA,"New","NotFound",225,NA,290,401,NA,NA,"",NA,NA,NA,"","New","NotFound","","other",NA,"","",FALSE,FALSE,TRUE,FALSE,"mobile","LG-H420 Build/LRX21Y"
"270",2987862,-5,40149,0,0,0,0,NA,NA,0,0,100,"NotFound",52,-300,"Found","Found",166,15,193,439,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 8.1","firefox 57.0",24,"1024x768","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"271",2987868,-5,338236,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",52,NA,"New","NotFound",225,NA,427,469,NA,NA,"",NA,NA,NA,"","New","NotFound","","opera 49.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"272",2987869,0,170504,NA,NA,0,-5,NA,NA,NA,NA,100,"NotFound",20,-360,"New","NotFound",225,NA,271,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","ie",NA,"","",FALSE,TRUE,TRUE,TRUE,"desktop","Windows NT 6.2"
"273",2987872,0,207534,0,0,0,0,NA,NA,0,0,100,"NotFound",20,NA,"Found","Found",225,NA,254,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 55.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","XT1032 Build/LPBS23.13-56-2"
"274",2987873,-5,75949,0,0,0,0,NA,NA,0,0,100,"NotFound",52,-360,"Found","Found",166,NA,548,100,NA,NA,"",NA,NA,NA,"","Found","Found","Windows 10","chrome 62.0",24,"1366x768","match_status:2",TRUE,FALSE,TRUE,TRUE,"desktop","Windows"
"275",2987885,0,210117,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,NA,"New","NotFound",225,NA,266,315,NA,NA,"",NA,NA,NA,"","New","NotFound","","chrome 62.0 for android",NA,"","",FALSE,FALSE,TRUE,TRUE,"mobile","GT-I9060M Build/KTU84P"
"276",2987886,-20,181529,NA,NA,NA,NA,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,NA,266,325,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 10.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"277",2987887,-20,370871,NA,NA,0,-6,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,NA,254,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 11.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"278",2987893,0,164064,0,0,0,0,NA,NA,0,0,100,"NotFound",20,NA,"Found","Found",225,NA,607,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
"279",2987895,-5,281724,0,0,0,0,NA,NA,0,0,100,"NotFound",61,-360,"Found","Found",225,NA,266,595,NA,NA,"",NA,NA,NA,"","Found","Found","","ie 11.0 for desktop",NA,"","",FALSE,TRUE,TRUE,TRUE,"desktop","Trident/7.0"
"280",2987900,0,187988,0,0,0,0,NA,NA,0,0,100,"NotFound",NA,-360,"Found","Found",225,NA,266,595,NA,NA,"",NA,NA,NA,"","Found","Found","","ie 11.0 for desktop",NA,"","",FALSE,TRUE,TRUE,TRUE,"desktop","Trident/7.0"
"281",2987901,-25,405614,NA,NA,NA,NA,NA,NA,NA,NA,100,"NotFound",49,NA,"Unknown","",225,NA,266,507,NA,NA,"",NA,NA,NA,"","New","NotFound","","mobile safari 11.0",NA,"","",FALSE,FALSE,FALSE,TRUE,"mobile",""
"282",2987907,0,178563,NA,NA,0,0,NA,NA,NA,NA,100,"NotFound",NA,-600,"New","NotFound",166,NA,529,216,NA,NA,"",NA,NA,NA,"","New","NotFound","iOS 11.1.2","chrome 62.0 for ios",32,"2048x1536","match_status:2",TRUE,FALSE,TRUE,TRUE,"mobile","iOS Device"
"283",2987912,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NotFound",20,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",""
"284",2987917,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NotFound",20,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",""
"285",2987926,-20,433512,0,0,0,0,NA,NA,0,0,100,"NotFound",52,NA,"Found","Found",225,NA,266,507,NA,NA,"",NA,NA,NA,"","Found","Found","","chrome 62.0",NA,"","",FALSE,FALSE,TRUE,TRUE,"desktop",""
